@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data

?,72.3,25.4,?,89.4,?,22.2,2.0,?,7.1,3.2,?,1.9,?,0.5,0.1,?,?,2.6,?,0.1,?,0.0,0.4,0.4,13.5,71.3,0.2,?,?,?,56.0,?,?,?,?,0.3,?,0.7,?,?,15.4,16.6,?,7.0,7.7,11.0,14.4,?,19.7,?,2.2,91.0,6.9,2.1,24.3,61.2,13.0,?,?,0.0,?,?,2.1,?,?,?,?,?,?,9.4,?,40.5,25.0,?,13.5,2.9,0.1,?,?,?,1.4,?,?,16.9,?,?,?,0.0,52.0,1.1,?,?,?,55.5,4.7,28.7,?,?,?,0.1,0.0,?,31.8,0.0,0.1,?,0.2,?,?,38.0,8.6,5.8,2.8,0.2,?,19.9,47.2,?,4.1,3.2,?,?,?,3.4,1.9,?,?,97.0,?,0.2,?,?,0.2,?,72.3,25.4,2.3,?,65.2,?,?,10.6,7.1
?,74.8,23.1,2.1,90.7,?,?,1.8,9.3,?,?,?,?,0.2,0.4,?,?,?,3.4,?,0.1,?,0.0,0.5,?,?,?,0.2,23.4,1.8,?,48.5,4.3,?,?,42.8,?,?,0.7,18.8,38.5,15.8,15.8,3.8,6.6,7.6,10.9,15.4,?,19.4,?,?,84.4,?,2.5,?,60.7,12.2,1.3,?,0.0,56.0,23.7,1.9,?,4.6,?,1.0,?,1.6,8.2,41.8,?,22.0,?,?,?,?,0.1,0.2,?,5.3,?,1.8,16.8,?,0.1,?,?,?,1.1,43.7,47.2,4.9,48.0,12.1,30.2,?,56.2,?,0.1,?,1.8,40.7,0.0,0.1,?,0.2,?,58.6,?,7.5,?,?,0.2,?,18.4,52.9,?,5.9,?,52.5,4.6,1.4,?,?,1.8,?,97.1,2.5,?,?,?,?,?,?,23.1,?,90.7,?,20.4,1.8,?,?
2,89.6,9.9,?,?,88.1,?,?,1.8,1.5,?,?,?,0.2,0.1,?,0.1,4.4,8.0,86.6,?,0.0,0.2,0.7,0.5,?,6.4,0.3,?,?,?,?,0.6,?,?,89.1,4.8,?,?,?,?,18.1,?,3.4,?,7.3,10.4,21.2,?,?,14.2,?,?,48.7,?,?,?,?,1.1,?,?,83.6,?,0.6,0.4,?,0.0,0.3,0.0,0.1,1.7,84.3,11.0,?,?,?,0.1,?,?,?,96.5,?,51.6,?,16.0,?,?,0.0,0.0,?,?,?,?,1.4,4.1,?,38.4,6.7,1.4,?,?,?,5.7,92.2,0.0,0.1,0.0,0.4,?,90.4,?,0.7,?,?,0.4,89.9,?,85.8,?,16.2,3.8,75.9,11.5,5.7,17.7,7.1,?,?,?,?,?,0.1,0.2,0.4,100.0,89.6,9.9,?,98.2,?,?,0.5,1.8,?
?,71.9,?,?,91.9,?,?,?,8.1,5.0,2.7,0.3,1.0,0.2,0.7,?,?,?,?,?,?,?,?,?,0.5,?,?,0.1,?,1.4,?,53.1,2.8,0.1,7.3,36.1,0.5,?,1.4,13.7,?,13.9,21.3,5.1,?,6.5,?,?,?,19.8,?,3.4,94.5,?,?,?,62.3,?,2.3,?,?,53.6,?,2.5,1.6,3.1,?,?,?,2.1,8.8,23.3,?,?,?,?,1.8,0.3,0.2,?,53.5,?,?,2.3,?,0.5,0.3,?,?,?,1.2,45.3,?,?,?,5.5,27.8,?,76.3,?,0.1,0.1,1.0,21.0,?,?,0.0,0.1,?,?,38.1,?,?,?,0.1,?,?,43.6,?,5.3,1.4,?,?,1.5,3.0,1.8,0.7,?,97.1,?,?,?,?,0.1,100.0,?,25.1,?,91.9,66.9,?,2.6,8.1,5.0
?,72.5,24.6,?,92.1,?,21.9,?,7.9,4.9,2.7,?,?,?,0.7,0.2,?,42.8,6.4,48.4,?,?,0.0,?,?,11.5,70.8,0.1,?,1.5,?,?,?,?,?,37.9,?,0.0,?,13.8,?,14.1,21.1,5.0,?,?,9.7,13.2,?,19.8,26.1,?,?,5.2,1.4,19.0,?,?,?,?,0.0,?,?,?,1.5,3.2,0.1,1.1,1.7,2.0,?,24.8,47.6,27.6,81.6,?,?,0.3,0.2,0.5,?,?,?,?,17.0,0.5,0.3,?,?,45.2,1.3,43.9,44.4,4.5,51.1,?,?,?,73.9,1.2,?,0.1,1.2,23.1,0.0,?,0.0,0.1,88.9,51.8,?,11.0,?,3.7,?,?,?,44.8,?,5.5,?,?,2.7,?,?,?,0.9,26.7,97.1,?,?,?,?,0.1,?,72.5,24.6,2.9,92.1,?,?,2.6,7.9,4.9
2,?,9.1,0.9,98.2,88.6,?,0.9,1.8,?,?,?,?,0.2,?,?,?,?,?,85.8,?,0.0,?,?,0.2,?,?,?,68.6,5.0,0.0,9.4,0.5,0.1,?,?,?,0.0,?,?,?,21.2,14.8,?,?,?,?,15.2,25.0,19.3,19.4,4.2,61.9,?,?,?,?,?,2.0,0.4,0.1,?,2.1,?,?,6.7,0.0,?,1.4,0.3,1.6,?,?,12.3,?,2.1,?,?,0.0,0.3,90.0,?,?,0.1,4.4,0.0,?,?,0.0,10.0,?,?,?,2.8,?,?,30.5,4.5,7.0,?,0.1,?,7.7,?,0.0,0.0,?,0.3,?,88.8,?,?,2.7,0.8,0.3,94.9,9.6,80.8,?,?,?,?,6.8,?,16.2,?,?,8.5,95.2,?,0.1,0.1,?,0.1,100.0,90.0,?,0.9,?,?,8.7,?,1.8,?
0,?,?,1.7,97.2,72.2,23.3,?,2.8,?,?,?,0.5,0.1,?,?,?,?,2.6,?,?,0.1,0.0,0.9,0.6,11.3,73.8,0.1,12.0,?,0.1,?,1.0,?,6.0,?,?,?,?,?,37.0,?,21.4,3.8,?,9.5,?,?,?,18.9,?,?,?,?,?,27.2,57.9,?,?,0.3,0.1,?,?,?,0.7,?,?,1.2,?,?,9.1,?,50.9,28.8,77.0,?,2.8,0.2,?,0.3,51.6,?,?,?,15.6,?,0.1,0.0,0.2,?,1.3,47.2,?,?,48.6,?,?,69.5,?,1.0,?,?,?,?,0.0,?,0.0,?,?,?,36.7,?,3.3,?,0.1,84.6,24.7,?,?,?,2.5,?,?,?,3.1,?,?,22.1,?,2.0,0.1,0.1,0.0,?,?,74.2,?,1.7,97.2,72.2,?,?,?,2.0
1,?,?,?,97.3,?,?,1.6,?,1.9,?,?,?,0.1,?,?,0.9,?,4.2,31.4,?,0.1,?,1.0,?,?,?,?,16.7,1.3,?,?,1.0,0.3,?,27.2,?,0.1,0.6,?,?,14.2,?,?,8.2,?,?,?,18.5,?,?,?,88.8,9.2,2.0,26.9,58.6,?,1.9,?,0.1,58.8,21.7,?,0.7,?,?,1.1,1.5,1.4,8.6,?,?,26.7,78.9,?,2.5,?,?,?,55.3,3.9,33.9,?,?,?,?,0.0,0.1,?,?,43.0,50.4,5.0,?,11.2,?,?,68.6,?,?,0.1,?,28.9,0.0,?,0.0,?,94.3,?,?,?,?,2.5,?,?,?,50.4,1.3,5.8,?,?,?,1.9,4.8,2.4,1.7,?,?,2.2,?,0.1,?,0.3,?,?,23.2,?,?,?,?,?,?,1.9
2,84.2,14.5,1.3,97.9,82.6,14.1,1.3,2.1,?,?,?,?,0.1,0.2,?,?,8.5,20.5,?,0.1,?,0.0,?,0.8,?,22.3,?,62.8,1.8,?,?,1.3,0.4,?,?,?,0.1,?,?,36.6,17.8,?,4.8,7.4,?,?,16.5,26.5,19.2,17.6,?,?,47.2,4.6,?,?,9.0,1.6,0.3,0.1,92.0,3.3,0.3,0.3,0.4,?,0.3,?,0.4,2.9,83.8,10.5,5.7,98.1,1.5,?,0.1,?,0.1,?,?,?,?,?,0.3,0.5,?,0.0,?,?,?,92.4,?,?,?,36.3,3.2,4.0,?,?,?,3.9,91.3,0.0,?,0.0,?,?,92.1,?,1.1,0.7,?,0.5,94.3,?,87.8,?,18.7,3.8,?,21.5,?,21.4,?,?,2.6,?,4.2,?,?,0.0,?,100.0,?,14.5,?,?,?,?,?,2.1,?
?,53.7,40.3,6.0,95.5,51.5,?,?,?,2.2,2.1,0.3,?,?,0.9,0.3,?,?,?,?,?,2.0,0.1,1.6,2.8,?,?,0.1,23.2,1.2,0.1,50.4,?,?,?,30.8,?,?,2.2,?,40.6,11.0,?,2.0,?,?,6.8,?,?,?,?,5.3,?,6.2,3.3,16.7,65.3,15.0,?,0.4,?,?,?,?,2.4,?,1.3,1.1,2.4,?,9.1,?,41.6,?,68.3,?,?,0.2,?,?,40.4,1.4,?,?,6.8,0.6,?,0.0,?,59.6,0.9,?,?,?,60.7,?,?,69.7,?,0.9,?,?,?,?,0.0,0.2,?,0.1,?,42.6,44.2,13.1,10.2,?,0.1,?,?,36.7,0.6,4.2,2.1,?,3.0,11.1,?,?,1.3,33.2,?,5.7,?,1.3,?,0.3,?,?,?,?,?,51.5,38.3,5.7,4.5,2.2
1,?,38.5,?,95.4,53.1,?,5.7,4.6,2.4,?,?,?,1.9,?,0.3,?,?,?,?,?,?,?,2.0,?,?,?,0.2,?,?,0.2,45.8,?,?,1.9,?,?,?,?,31.6,?,?,?,?,2.9,?,7.0,10.8,19.0,20.6,?,?,?,?,4.4,?,65.6,14.2,?,0.4,0.1,?,15.7,1.9,2.0,16.7,?,?,?,?,?,?,?,26.0,72.1,22.8,?,0.2,?,0.4,46.4,1.9,36.3,1.4,6.0,0.6,?,0.0,?,?,?,52.6,?,?,?,?,32.6,60.6,61.8,1.0,?,?,?,35.9,0.0,?,?,0.1,87.9,?,40.3,11.9,?,2.7,?,?,?,?,?,?,2.2,?,?,14.4,9.8,?,?,?,?,?,4.4,?,2.7,?,100.0,?,38.5,?,?,53.1,36.5,?,4.6,?
?,66.0,?,?,?,?,26.6,?,?,3.9,1.5,?,?,?,?,?,7.3,4.2,?,62.8,?,11.1,?,4.4,1.9,0.7,?,0.8,?,?,?,?,?,?,?,?,?,?,1.0,31.6,35.0,17.1,9.4,?,3.0,6.5,8.1,?,?,20.7,24.6,5.2,59.9,?,?,?,67.0,?,?,?,?,69.7,1.7,0.4,0.1,?,0.3,?,0.1,?,0.6,?,?,?,92.7,?,0.1,0.3,?,?,79.9,?,70.9,?,?,0.5,?,0.0,?,?,1.8,?,?,7.7,?,18.4,71.8,9.8,?,?,0.0,?,2.3,?,?,?,?,0.4,94.1,75.7,?,?,?,?,0.4,?,11.8,?,3.5,9.5,?,?,?,32.8,22.6,6.4,?,7.5,79.5,?,14.6,4.2,?,0.5,?,66.0,28.1,5.9,?,?,?,?,?,3.9
?,?,31.7,5.1,95.9,61.0,?,4.9,?,2.2,1.6,?,?,1.4,?,?,6.8,?,14.4,?,0.2,5.2,0.2,?,?,8.6,26.5,?,?,2.1,0.2,41.5,0.9,?,2.9,49.9,?,?,0.9,?,?,?,?,4.8,?,4.4,?,?,?,21.4,?,6.4,?,7.8,16.0,13.1,?,15.0,3.0,0.5,?,48.8,21.0,0.6,0.4,?,?,0.5,2.8,0.7,?,48.2,?,?,?,?,?,?,0.1,0.4,69.4,?,?,?,8.5,?,?,0.1,?,?,?,29.6,61.8,5.4,?,18.7,?,49.7,?,0.9,0.2,0.0,?,34.8,0.0,?,?,?,?,?,?,17.8,12.7,5.1,?,?,16.8,?,2.0,?,2.7,?,?,33.0,20.9,?,?,?,?,?,?,?,?,0.4,?,63.2,31.7,5.1,?,?,?,?,?,?
1,?,?,4.3,?,?,?,4.1,?,2.6,1.4,?,?,?,?,0.2,6.6,?,?,59.9,0.2,?,?,4.8,?,5.6,?,?,63.3,3.4,0.2,27.0,0.7,?,4.9,?,7.6,?,0.9,?,32.4,16.6,?,4.5,?,4.3,7.0,?,21.6,20.8,?,6.3,70.9,16.3,?,?,?,13.5,?,?,0.1,?,?,?,?,8.4,?,?,?,?,?,?,?,?,90.3,8.1,?,?,?,?,?,?,?,?,?,0.7,?,0.1,?,?,1.1,?,72.7,4.8,22.5,30.6,37.1,?,?,0.7,0.2,?,2.5,52.9,?,2.6,0.1,0.3,?,71.8,16.2,?,?,3.5,0.3,78.5,14.3,?,3.9,?,?,65.6,8.8,?,?,?,?,?,?,?,6.0,?,?,?,100.0,68.8,27.0,?,95.9,?,25.6,4.1,4.1,2.6
?,?,19.8,?,?,74.0,18.8,?,4.2,?,1.0,?,?,1.5,?,0.3,6.3,?,15.9,?,0.1,1.2,0.4,3.3,?,1.1,4.5,1.3,82.1,?,0.2,?,0.3,1.1,?,?,13.7,?,0.9,?,?,16.9,?,?,4.0,?,?,?,?,19.9,25.1,6.2,62.8,29.1,8.1,?,71.8,?,?,0.4,0.1,?,?,0.1,?,?,?,0.1,0.2,?,?,85.0,?,4.6,97.1,?,?,?,0.1,?,?,?,61.9,?,?,0.6,?,?,?,?,?,?,?,?,6.9,48.6,45.5,?,13.8,0.5,0.1,?,4.6,?,0.0,?,0.1,?,?,83.9,13.3,?,?,1.2,0.4,79.1,10.5,?,6.8,14.3,3.8,?,12.9,26.8,?,11.1,13.9,6.6,?,?,2.3,?,?,?,100.0,?,?,?,?,?,18.8,2.9,?,?
0,?,?,?,?,44.7,?,6.5,5.1,?,?,?,?,0.4,?,?,?,?,11.1,16.0,?,?,0.2,11.3,?,1.0,?,0.0,74.8,?,?,?,0.1,2.8,1.2,?,?,?,?,39.8,32.3,13.1,8.0,?,?,2.3,?,10.0,18.8,?,?,7.8,?,5.9,4.7,?,71.9,?,3.1,0.7,0.2,23.1,9.7,?,0.0,63.0,?,0.0,0.0,0.1,1.4,76.1,19.5,4.4,?,?,?,0.2,0.2,?,56.9,5.6,41.8,?,5.3,1.5,0.3,?,?,43.1,0.9,42.2,42.8,?,?,5.9,?,?,67.5,2.7,?,0.1,0.5,25.1,0.1,?,0.0,0.2,?,?,?,?,19.1,13.8,0.2,72.4,?,?,1.8,5.4,?,?,3.2,70.8,?,4.7,3.2,?,?,?,13.1,5.5,?,?,100.0,47.4,45.9,6.7,94.9,?,?,6.5,5.1,?
?,?,?,?,94.6,48.6,?,?,?,3.0,2.2,0.2,11.9,0.5,1.8,?,?,2.1,?,?,0.2,?,?,9.0,?,1.0,?,?,79.2,?,0.3,44.6,0.1,2.8,?,?,?,?,1.5,38.6,31.9,?,8.6,2.7,2.7,2.5,6.1,10.2,19.4,20.7,33.2,?,?,10.0,?,?,72.3,14.4,3.1,?,0.2,?,?,0.2,?,58.5,?,?,0.0,0.1,1.2,?,?,3.7,?,?,0.2,0.2,0.2,?,?,?,?,1.9,?,1.4,0.4,0.3,0.3,30.7,1.0,29.7,?,14.7,?,?,61.6,?,?,2.3,1.7,0.1,?,38.9,?,0.9,0.1,0.2,?,?,?,?,?,10.0,0.2,72.5,7.9,64.1,2.6,?,?,68.6,4.3,?,?,5.6,?,7.6,80.0,?,9.8,?,?,0.5,?,51.6,?,?,?,48.6,?,5.6,?,3.0
2,?,?,?,?,55.8,34.4,?,?,?,?,?,?,0.8,0.6,?,50.4,2.6,15.1,?,0.3,2.8,?,4.8,?,?,?,?,87.3,1.9,?,?,0.1,2.8,4.9,67.9,?,0.1,1.3,36.3,31.1,?,?,?,3.0,?,5.8,10.5,?,20.2,32.0,?,77.6,?,?,?,?,?,?,0.6,?,?,7.9,?,?,50.1,?,0.0,?,?,?,89.9,7.6,?,?,?,?,0.1,0.3,0.6,?,?,?,2.0,?,1.0,?,0.4,?,8.0,?,6.8,?,11.8,12.1,15.6,78.1,6.3,31.4,?,?,?,?,?,0.0,0.1,?,0.3,?,70.9,?,?,?,?,0.3,72.6,?,74.4,4.1,9.1,?,72.7,6.4,53.9,33.2,?,?,6.2,88.8,?,?,1.9,?,?,?,59.5,?,?,94.1,55.8,?,3.9,?,?
?,?,?,?,?,?,44.8,?,?,3.2,?,?,?,0.3,?,0.3,61.6,?,3.0,?,?,?,?,?,0.0,1.0,0.7,?,86.5,1.5,0.2,?,?,?,1.6,?,?,?,?,39.2,?,?,?,?,3.0,?,?,8.6,14.5,?,?,12.1,?,3.8,2.3,8.4,71.5,15.5,?,0.8,0.2,16.3,?,?,0.1,74.5,2.3,0.0,0.1,?,?,?,23.2,9.7,?,19.4,0.2,0.3,0.6,0.4,50.2,3.7,?,?,?,1.0,0.2,1.3,0.2,49.8,0.9,48.9,?,?,?,5.3,?,?,55.0,?,?,?,?,?,0.1,0.1,?,?,73.0,?,37.0,?,?,?,0.2,?,?,?,?,?,2.6,?,?,66.8,?,3.2,?,10.4,?,6.9,6.1,4.2,?,?,?,46.4,?,5.3,93.1,?,?,?,?,3.2
?,56.5,?,?,?,53.7,36.8,?,?,?,?,0.1,?,?,0.5,?,51.9,?,3.5,?,?,1.3,0.3,6.0,0.0,1.2,?,0.1,88.2,?,0.2,40.0,0.1,3.7,6.5,45.9,3.6,0.2,1.4,?,31.6,15.0,?,3.3,?,?,?,9.9,?,18.5,?,?,85.5,11.1,3.4,?,?,15.4,?,0.8,?,?,5.8,?,0.0,54.0,3.8,0.0,0.1,?,?,?,16.9,?,?,13.1,0.1,0.2,?,?,?,?,?,1.4,?,0.7,?,1.0,0.2,?,1.0,?,61.8,?,?,?,?,11.8,40.1,2.4,17.3,?,?,?,0.0,?,0.0,0.3,81.3,?,?,18.4,5.4,13.0,0.3,?,?,?,3.7,7.1,?,67.7,5.4,?,?,6.7,7.2,?,89.7,5.4,?,3.2,?,?,?,56.5,39.4,4.1,?,?,36.8,3.9,?,?
?,72.5,?,2.2,96.7,70.4,24.2,2.1,?,2.2,?,0.1,?,?,?,?,?,1.3,?,?,0.1,?,?,?,0.1,?,1.3,?,91.0,?,0.2,11.4,?,?,?,62.7,8.3,?,?,?,29.8,17.7,?,?,4.3,?,?,?,?,19.4,?,8.0,72.1,22.8,5.1,?,?,?,?,?,0.1,63.8,?,?,?,?,6.2,0.0,?,?,?,89.7,?,?,96.2,3.0,?,?,?,?,?,47.0,?,?,9.7,0.2,0.4,?,0.1,7.4,1.3,?,?,6.8,?,39.3,?,?,?,0.9,5.6,0.1,?,?,?,?,?,?,94.5,?,?,?,?,?,?,?,12.4,?,7.7,12.5,5.7,71.0,10.5,61.2,47.7,?,?,3.6,94.4,3.0,?,1.5,?,?,100.0,72.5,25.3,2.2,96.7,70.4,24.2,2.1,?,?
0,?,?,4.9,91.3,54.5,?,?,?,?,?,0.3,?,?,0.6,0.4,?,?,?,71.6,?,1.5,0.4,?,0.0,1.5,?,?,84.3,2.0,?,29.3,?,1.4,?,62.2,2.4,?,?,?,28.5,?,14.6,6.4,?,2.6,5.0,8.8,22.0,?,30.8,?,88.2,6.6,?,9.0,64.2,?,?,1.0,0.2,?,?,0.4,0.7,?,5.6,1.0,0.7,?,1.1,?,?,6.2,90.2,?,?,0.2,0.4,0.5,?,?,?,?,9.6,?,?,0.0,0.0,56.0,?,55.0,64.2,?,22.6,?,?,20.2,?,?,10.8,?,1.7,?,0.0,0.3,0.0,0.3,90.1,75.3,14.7,?,?,?,?,?,?,70.5,1.7,5.2,5.5,?,?,?,35.8,?,4.1,?,80.1,?,?,?,1.9,?,?,59.9,?,?,91.3,?,32.1,?,?,?
1,67.7,?,4.8,95.4,?,?,4.6,?,2.8,1.7,?,?,0.9,0.4,1.3,5.6,1.6,?,?,?,?,?,?,0.1,1.4,?,?,?,2.9,0.1,?,?,1.3,17.1,?,?,?,?,23.4,24.9,21.5,16.9,?,6.2,?,?,?,?,?,23.2,?,?,21.9,6.7,?,?,?,4.0,0.6,?,84.1,?,?,?,?,?,?,0.3,?,?,?,20.2,?,93.8,?,?,0.2,?,?,70.7,?,20.0,?,?,0.5,?,?,?,29.3,1.8,27.4,?,7.7,14.2,?,44.8,10.6,25.7,0.8,4.4,0.1,?,?,?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,7.1,55.3,21.5,?,?,?,25.2,?,?,10.0,3.3,2.0,?,?,100.0,67.7,27.5,?,?,?,25.9,?,4.6,2.8
2,?,?,4.7,?,71.4,?,4.6,?,?,0.8,0.1,5.0,0.9,?,1.8,?,?,?,?,?,?,?,?,0.1,1.3,0.9,0.1,87.7,3.4,0.1,?,?,?,?,49.8,?,1.1,?,25.5,22.6,21.2,18.2,5.5,5.9,?,10.3,?,28.7,19.0,18.4,3.6,?,31.5,7.7,?,70.3,?,3.0,0.4,?,86.5,5.9,3.7,?,1.3,?,0.1,?,0.3,?,?,?,?,96.1,2.9,0.0,0.2,0.4,0.4,87.6,68.2,?,?,2.7,?,?,0.0,0.1,?,?,?,86.8,4.3,8.9,?,?,?,10.1,?,0.3,?,7.5,?,?,?,0.0,0.5,96.0,81.2,?,3.5,?,2.5,0.5,?,?,86.3,?,?,8.2,50.5,?,43.0,?,?,?,?,?,6.1,3.2,?,?,?,100.0,?,?,4.7,97.9,?,?,?,2.1,1.2
0,?,44.2,?,?,?,40.2,4.0,?,3.6,4.0,0.3,26.5,0.4,13.6,?,?,?,0.9,44.5,0.5,?,?,?,0.1,1.3,2.2,?,87.8,3.2,0.1,45.9,0.1,4.0,7.2,?,2.8,?,?,21.5,33.7,21.4,?,5.1,?,?,5.3,?,22.2,23.6,?,?,95.5,?,1.5,?,?,?,?,1.2,?,70.7,11.1,0.2,0.2,?,?,?,0.0,0.1,0.5,79.8,?,3.2,?,4.4,?,?,?,0.5,?,3.9,39.8,?,4.9,0.6,?,?,0.1,48.9,?,?,64.3,?,?,?,?,8.7,28.8,?,29.1,?,?,37.9,?,?,?,?,89.3,73.1,16.2,?,4.3,?,0.3,69.8,?,?,2.2,5.8,6.5,61.6,8.8,?,37.9,?,4.3,5.7,?,?,?,2.9,1.1,0.6,100.0,51.4,44.2,4.3,?,?,40.2,?,?,?
?,?,37.0,?,93.6,55.9,34.1,?,?,?,2.9,0.2,?,?,8.7,?,?,1.8,1.0,?,?,?,?,4.0,?,?,?,?,86.1,4.0,?,?,0.1,4.3,?,46.8,?,0.6,1.2,?,31.9,22.0,13.2,5.1,?,?,?,11.0,24.6,22.5,26.1,?,?,8.9,2.7,9.2,65.7,?,?,?,0.2,?,8.6,?,?,?,7.1,?,?,?,0.4,84.3,13.3,2.4,?,?,?,?,?,0.3,?,14.0,?,1.8,3.5,?,?,?,?,?,?,28.7,?,14.1,?,?,?,7.3,19.0,2.0,?,0.1,2.1,58.5,0.0,0.5,?,0.3,93.1,79.3,?,?,?,3.7,?,?,?,82.7,6.2,?,?,?,14.4,?,44.4,12.6,?,?,79.1,?,?,2.6,0.9,0.5,?,?,37.0,3.9,?,?,?,?,?,3.3
?,?,?,3.3,95.4,65.5,?,3.2,?,2.9,?,0.1,?,?,3.0,?,?,2.5,1.3,68.4,?,?,0.1,?,?,2.3,?,0.1,?,5.0,?,7.9,?,?,?,?,7.3,?,1.3,22.9,29.8,?,?,?,4.3,3.2,?,13.2,27.4,21.3,?,5.0,?,?,4.1,11.0,?,16.5,?,?,?,80.0,5.7,0.5,?,6.2,?,?,0.0,?,0.3,?,9.0,1.4,?,2.1,0.1,?,?,?,89.3,?,?,?,1.8,0.3,2.8,?,?,10.7,3.1,?,?,6.3,?,?,67.2,?,7.4,2.2,3.5,?,3.2,82.7,?,0.4,0.0,?,97.5,86.6,?,2.1,?,?,0.4,?,17.4,?,?,13.9,8.9,?,?,?,52.1,?,?,3.0,?,8.2,3.0,2.3,0.7,0.5,?,68.3,28.4,3.3,?,65.5,?,3.2,?,?
?,46.5,47.1,?,?,42.5,?,?,9.4,4.1,?,0.6,25.1,0.1,?,1.2,4.7,?,?,?,?,1.7,?,?,0.0,0.8,?,?,87.9,?,0.1,59.3,?,2.8,4.9,?,2.1,?,1.1,28.4,36.9,?,?,?,?,1.8,5.2,?,21.2,?,31.7,?,96.1,2.4,?,?,65.5,20.3,5.3,1.0,?,?,?,0.2,0.2,?,?,?,0.3,0.0,0.8,77.5,?,4.5,93.6,5.6,0.0,?,?,?,46.0,?,24.7,2.4,14.7,?,?,0.0,?,?,?,?,?,27.2,21.7,?,?,?,45.5,1.8,22.5,0.1,0.6,28.3,?,?,?,0.3,?,68.4,?,13.8,?,7.5,0.3,?,11.4,?,1.2,4.4,3.7,62.7,5.5,?,?,?,?,8.4,73.0,?,6.6,4.8,1.7,?,100.0,46.5,?,6.4,90.6,?,42.3,5.8,9.4,4.1
1,53.0,41.6,?,92.5,?,?,?,7.5,?,?,?,18.0,?,4.9,?,5.2,?,1.6,67.7,0.1,?,?,?,?,0.9,?,?,88.1,2.8,?,40.1,?,3.9,?,?,?,0.4,1.3,29.2,?,?,9.9,?,2.9,2.4,6.2,?,?,?,28.3,6.9,?,9.7,?,?,67.0,?,?,0.8,0.2,?,10.4,0.1,?,?,?,0.0,?,?,?,?,?,?,95.3,?,?,0.1,0.3,0.3,65.2,?,?,?,?,1.2,?,0.1,?,?,?,34.0,65.6,19.3,?,?,71.5,?,?,?,14.5,0.2,2.4,47.8,?,?,0.1,0.3,90.0,?,16.3,9.8,?,5.4,0.3,?,?,73.9,?,7.5,4.5,64.0,8.4,?,38.6,?,7.6,?,80.0,?,?,?,?,?,100.0,?,41.6,5.4,?,49.5,?,5.0,?,3.6
?,62.1,33.9,4.0,?,59.2,32.0,?,?,2.9,1.9,?,?,0.5,?,?,?,?,?,?,?,0.6,0.3,3.2,?,?,?,?,?,?,0.2,13.2,?,5.4,19.1,?,?,?,1.4,?,31.5,?,?,?,?,3.3,?,?,?,22.0,23.6,?,?,?,3.2,?,69.0,15.6,3.4,?,?,?,?,?,0.1,7.3,?,?,?,?,0.5,91.3,?,?,?,?,?,?,?,0.2,?,?,22.9,4.5,?,?,?,0.1,0.0,?,0.8,7.3,85.8,8.2,?,?,59.2,6.8,?,1.2,?,0.3,?,?,0.0,0.1,?,0.3,95.5,81.1,14.5,?,1.7,2.4,?,71.5,12.9,?,?,11.8,5.7,?,12.4,?,42.4,?,14.1,?,?,?,?,?,?,0.3,100.0,62.1,33.9,4.0,?,59.2,32.0,3.8,4.9,2.9
0,49.7,46.0,4.3,94.9,?,?,4.1,5.1,?,2.4,0.2,28.3,0.2,18.9,2.0,9.6,?,?,39.0,?,?,0.1,3.3,0.0,?,1.6,?,?,2.6,0.1,?,?,5.5,?,34.9,?,0.3,?,?,35.2,?,?,?,3.6,1.7,5.8,?,22.9,23.5,?,7.3,?,?,?,?,?,20.0,?,1.0,?,66.7,?,?,?,1.9,?,0.0,?,?,0.6,?,20.3,?,95.1,?,0.0,?,0.3,?,69.1,?,38.4,?,?,1.5,0.3,?,0.0,?,?,27.9,65.3,16.0,18.6,?,82.8,?,15.1,?,42.8,0.1,1.4,?,0.0,?,?,?,?,64.3,?,?,?,10.3,0.2,69.1,16.2,76.8,1.7,?,4.1,?,7.3,62.1,36.7,7.9,?,6.8,69.8,?,?,?,?,?,?,?,?,4.3,?,?,43.6,4.1,?,?
1,?,41.1,?,95.7,?,?,3.9,4.3,?,2.0,?,?,?,?,1.7,?,1.1,0.6,?,?,0.6,0.1,3.0,0.1,1.4,1.8,0.0,90.4,2.5,?,36.5,?,?,14.9,40.1,?,?,?,25.1,33.0,?,12.0,4.1,?,2.0,?,10.5,24.5,?,27.2,6.6,90.4,7.3,?,?,?,18.8,?,?,?,?,?,?,0.0,?,?,?,0.0,0.0,0.5,80.4,?,3.7,95.8,3.5,0.0,?,?,?,76.0,?,?,?,?,1.2,?,?,0.0,24.0,2.3,21.7,72.6,?,14.8,?,?,?,13.4,?,31.3,0.1,?,?,?,?,?,?,88.2,?,17.4,?,?,7.6,?,71.2,?,?,?,8.1,?,?,?,60.0,41.1,11.3,8.8,?,?,?,2.8,?,?,?,?,54.8,41.1,4.0,?,52.6,39.2,3.9,?,2.2
